"","Date","AAPL.Adjusted","MSFT.Adjusted"
"2009-06-10",2009-06-10,17.485432,17.631969
"2009-06-11",2009-06-11,17.44803,17.850901
"2009-06-12",2009-06-12,17.076502,18.241856
"2009-06-15",2009-06-15,16.966793,18.312225
"2009-06-16",2009-06-16,16.999207,18.335686
"2009-06-17",2009-06-17,16.903214,18.515516
"2009-06-18",2009-06-18,16.940611,18.374781
"2009-06-19",2009-06-19,17.389431,18.820459
"2009-06-22",2009-06-22,17.126375,18.202759
"2009-06-23",2009-06-23,16.707468,18.249672
"2009-06-24",2009-06-24,16.983,18.351324
"2009-06-25",2009-06-25,17.436811,18.601534
"2009-06-26",2009-06-26,17.758471,18.257492
"2009-06-29",2009-06-29,17.699877,18.656267
"2009-06-30",2009-06-30,17.757221,18.585894
"2009-07-01",2009-07-01,17.807093,18.797007
"2009-07-02",2009-07-02,17.456755,18.273136
"2009-07-06",2009-07-06,17.28097,18.140213
"2009-07-07",2009-07-07,16.880774,17.616333
"2009-07-08",2009-07-08,17.107672,17.63979
"2009-07-09",2009-07-09,17.000454,17.545967
"2009-07-10",2009-07-10,17.269749,17.506865
"2009-07-13",2009-07-13,17.745996,18.163664
"2009-07-14",2009-07-14,17.73727,18.069836
"2009-07-15",2009-07-15,18.312014,18.85956
"2009-07-16",2009-07-16,18.391811,19.109766
"2009-07-17",2009-07-17,18.919174,18.992485
"2009-07-20",2009-07-20,19.063797,19.180145
"2009-07-21",2009-07-21,18.889252,19.414711
"2009-07-22",2009-07-22,19.541292,19.391258
"2009-07-23",2009-07-23,19.675943,19.985506
"2009-07-24",2009-07-24,19.946482,18.335686
"2009-07-27",2009-07-27,19.960199,18.069836
"2009-07-28",2009-07-28,19.947733,18.351324
"2009-07-29",2009-07-29,19.951473,18.609346
"2009-07-30",2009-07-30,20.295565,18.617172
"2009-07-31",2009-07-31,20.370371,18.390421
"2009-08-03",2009-08-03,20.749386,18.632814
"2009-08-04",2009-08-04,20.639668,18.585894
"2009-08-05",2009-08-05,20.58481,18.617172
"2009-08-06",2009-08-06,20.435204,18.343504
"2009-08-07",2009-08-07,20.634682,18.421692
"2009-08-10",2009-08-10,20.536192,18.312225
"2009-08-11",2009-08-11,20.300556,18.085478
"2009-08-12",2009-08-12,20.609741,18.398239
"2009-08-13",2009-08-13,20.99748,18.468605
"2009-08-14",2009-08-14,20.793011,18.52334
"2009-08-17",2009-08-17,19.896612,18.179304
"2009-08-18",2009-08-18,20.446423,18.541004
"2009-08-19",2009-08-19,20.521223,18.596043
"2009-08-20",2009-08-20,20.736917,18.611769
"2009-08-21",2009-08-21,21.097218,19.193634
"2009-08-24",2009-08-24,21.077274,19.374483
"2009-08-25",2009-08-25,21.119659,19.374483
"2009-08-26",2009-08-26,20.871559,19.303715
"2009-08-27",2009-08-27,21.125898,19.413794
"2009-08-28",2009-08-28,21.200695,19.405937
"2009-08-31",2009-08-31,20.9713,19.382343
"2009-09-01",2009-09-01,20.6085,18.87125
"2009-09-02",2009-09-02,20.593542,18.761166
"2009-09-03",2009-09-03,20.764336,18.957739
"2009-09-04",2009-09-04,21.23311,19.358753
"2009-09-08",2009-09-08,21.559759,19.51602
"2009-09-09",2009-09-09,21.33659,19.484564
"2009-09-10",2009-09-10,21.51363,19.657547
"2009-09-11",2009-09-11,21.463757,19.547472
"2009-09-14",2009-09-14,21.658245,19.657547
"2009-09-15",2009-09-15,21.837778,19.814806
"2009-09-16",2009-09-16,22.674335,19.814806
"2009-09-17",2009-09-17,23.008459,19.89344
"2009-09-18",2009-09-18,23.067062,19.861986
"2009-09-21",2009-09-21,22.942383,19.89344
"2009-09-22",2009-09-22,22.999739,20.263008
"2009-09-23",2009-09-23,23.126902,20.215824
"2009-09-24",2009-09-24,22.917452,20.396675
"2009-09-25",2009-09-25,22.736666,20.090012
"2009-09-28",2009-09-28,23.207937,20.310184
"2009-09-29",2009-09-29,23.111938,20.247278
"2009-09-30",2009-09-30,23.1082,20.22368
"2009-10-01",2009-10-01,22.54841,19.563196
"2009-10-02",2009-10-02,23.052095,19.626099
"2009-10-05",2009-10-05,23.191732,19.374483
"2009-10-06",2009-10-06,23.689175,19.744047
"2009-10-07",2009-10-07,23.719097,19.736179
"2009-10-08",2009-10-08,23.596918,20.184368
"2009-10-09",2009-10-09,23.746527,20.090012
"2009-10-12",2009-10-12,23.788916,20.22368
"2009-10-13",2009-10-13,23.690426,20.294458
"2009-10-14",2009-10-14,23.848755,20.412401
"2009-10-15",2009-10-15,23.757746,21.002127
"2009-10-16",2009-10-16,23.44482,20.837006
"2009-10-19",2009-10-19,23.670473,20.726923
"2009-10-20",2009-10-20,24.780069,20.734783
"2009-10-21",2009-10-21,25.548059,20.899906
"2009-10-22",2009-10-22,25.582972,20.907772
"2009-10-23",2009-10-23,25.425871,22.032181
"2009-10-26",2009-10-26,25.243853,22.551146
"2009-10-27",2009-10-27,24.606777,22.480375
"2009-10-28",2009-10-28,23.987144,22.032181
"2009-10-29",2009-10-29,24.479609,22.189445
"2009-10-30",2009-10-30,23.500919,21.804152
"2009-11-02",2009-11-02,23.601912,21.9221
"2009-11-03",2009-11-03,23.532089,21.646891
"2009-11-04",2009-11-04,23.788916,22.063637
"2009-11-05",2009-11-05,24.190361,22.386015
"2009-11-06",2009-11-06,24.229012,22.425335
"2009-11-09",2009-11-09,25.116686,22.794895
"2009-11-10",2009-11-10,25.30619,22.810621
"2009-11-11",2009-11-11,25.339853,22.89712
"2009-11-12",2009-11-12,25.182768,23.085821
"2009-11-13",2009-11-13,25.48946,23.29812
"2009-11-16",2009-11-16,25.761248,23.22736
"2009-11-17",2009-11-17,25.807371,23.693323
"2009-11-18",2009-11-18,25.677721,23.780207
"2009-11-19",2009-11-19,24.998247,23.519581
"2009-11-20",2009-11-20,24.924688,23.393213
"2009-11-23",2009-11-23,25.667742,23.645941
"2009-11-24",2009-11-24,25.488211,23.62225
"2009-11-25",2009-11-25,25.457045,23.527485
"2009-11-27",2009-11-27,25.008221,23.077307
"2009-11-30",2009-11-30,24.923439,23.22736
"2009-12-01",2009-12-01,24.556904,23.701231
"2009-12-02",2009-12-02,24.464645,23.519581
"2009-12-03",2009-12-03,24.49581,23.559065
"2009-12-04",2009-12-04,24.101849,23.677544
"2009-12-07",2009-12-07,23.557026,23.527485
"2009-12-08",2009-12-08,23.671721,23.35372
"2009-12-09",2009-12-09,24.660383,23.464293
"2009-12-10",2009-12-10,24.48958,23.590658
"2009-12-11",2009-12-11,24.270157,23.574858
"2009-12-14",2009-12-14,24.558149,23.780207
"2009-12-15",2009-12-15,24.207821,23.709126
"2009-12-16",2009-12-16,24.315041,23.772308
"2009-12-17",2009-12-17,23.919823,23.377417
"2009-12-18",2009-12-18,24.364904,23.977646
"2009-12-21",2009-12-21,24.713989,24.104019
"2009-12-22",2009-12-22,24.979548,24.34095
"2009-12-23",2009-12-23,25.196476,24.419928
"2009-12-24",2009-12-24,26.061712,24.483109
"2009-12-28",2009-12-28,26.382114,24.617369
"2009-12-29",2009-12-29,26.069189,24.791119
"2009-12-30",2009-12-30,26.38586,24.451517
"2009-12-31",2009-12-31,26.272409,24.072418
"2010-01-04",2010-01-04,26.68133,24.443624
"2010-01-05",2010-01-05,26.727465,24.451517
"2010-01-06",2010-01-06,26.30233,24.301458
"2010-01-07",2010-01-07,26.253704,24.048725
"2010-01-08",2010-01-08,26.428249,24.214581
"2010-01-11",2010-01-11,26.195114,23.906574
"2010-01-12",2010-01-12,25.897146,23.748617
"2010-01-13",2010-01-13,26.262434,23.969755
"2010-01-14",2010-01-14,26.11034,24.451517
"2010-01-15",2010-01-15,25.673977,24.372541
"2010-01-19",2010-01-19,26.809748,24.562088
"2010-01-20",2010-01-20,26.397085,24.159298
"2010-01-21",2010-01-21,25.940775,23.701231
"2010-01-22",2010-01-22,24.654148,22.871964
"2010-01-25",2010-01-25,25.317411,23.156281
"2010-01-26",2010-01-26,25.675222,23.298449
"2010-01-27",2010-01-27,25.917091,23.432711
"2010-01-28",2010-01-28,24.846146,23.029911
"2010-01-29",2010-01-29,23.944765,22.255936
"2010-02-01",2010-02-01,24.277634,22.43758
"2010-02-02",2010-02-02,24.418516,22.477074
"2010-02-03",2010-02-03,24.838663,22.61133
"2010-02-04",2010-02-04,23.943514,21.987413
"2010-02-05",2010-02-05,24.368649,22.129574
"2010-02-08",2010-02-08,24.201584,21.892639
"2010-02-09",2010-02-09,24.459652,22.121681
"2010-02-10",2010-02-10,24.326265,22.105875
"2010-02-11",2010-02-11,24.768839,22.208551
"2010-02-12",2010-02-12,24.982042,22.058493
"2010-02-16",2010-02-16,25.358553,22.4949
"2010-02-17",2010-02-17,25.252583,22.685335
"2010-02-18",2010-02-18,25.299952,22.986849
"2010-02-19",2010-02-19,25.14287,22.828156
"2010-02-22",2010-02-22,24.987026,22.796413
"2010-02-23",2010-02-23,24.568123,22.479027
"2010-02-24",2010-02-24,25.016949,22.717072
"2010-02-25",2010-02-25,25.184011,22.693262
"2010-02-26",2010-02-26,25.510654,22.74881
"2010-03-01",2010-03-01,26.055475,23.026525
"2010-03-02",2010-03-02,26.038023,22.58218
"2010-03-03",2010-03-03,26.097862,22.58218
"2010-03-04",2010-03-04,26.269913,22.717072
"2010-03-05",2010-03-05,27.297226,22.685335
"2010-03-08",2010-03-08,27.313427,22.717072
"2010-03-09",2010-03-09,27.804647,22.851961
"2010-03-10",2010-03-10,28.031548,22.986849
"2010-03-11",2010-03-11,28.113834,23.153481
"2010-03-12",2010-03-12,28.250973,23.22489
"2010-03-15",2010-03-15,27.906878,23.240761
"2010-03-16",2010-03-16,27.982925,23.304245
"2010-03-17",2010-03-17,27.941782,23.51054
"2010-03-18",2010-03-18,28.007864,23.494671
"2010-03-19",2010-03-19,27.708637,23.478806
"2010-03-22",2010-03-22,28.020332,23.486738
"2010-03-23",2010-03-23,28.4704,23.70891
"2010-03-24",2010-03-24,28.596317,23.526409
"2010-03-25",2010-03-25,28.257208,23.812067
"2010-03-26",2010-03-26,28.787071,23.534346
"2010-03-29",2010-03-29,28.972826,23.478806
"2010-03-30",2010-03-30,29.404207,23.621624
"2010-03-31",2010-03-31,29.298233,23.240761
"2010-04-01",2010-04-01,29.419161,23.137602
"2010-04-05",2010-04-05,29.733339,23.22489
"2010-04-06",2010-04-06,29.864252,23.264566
"2010-04-07",2010-04-07,29.996407,23.288368
"2010-04-08",2010-04-08,29.915356,23.740648
"2010-04-09",2010-04-09,30.144762,24.073906
"2010-04-12",2010-04-12,30.207104,24.058039
"2010-04-13",2010-04-13,30.224554,24.161182
"2010-04-14",2010-04-14,30.630991,24.454775
"2010-04-15",2010-04-15,31.033689,24.494444
"2010-04-16",2010-04-16,30.844177,24.335752
"2010-04-19",2010-04-19,30.803041,24.629333
"2010-04-20",2010-04-20,30.493841,24.883247
"2010-04-21",2010-04-21,32.317822,24.859444
"2010-04-22",2010-04-22,33.221703,24.907049
"2010-04-23",2010-04-23,33.76527,24.565863
"2010-04-26",2010-04-26,33.599468,24.684879
"2010-04-27",2010-04-27,32.669388,24.478579
"2010-04-28",2010-04-28,32.61454,24.526184
"2010-04-29",2010-04-29,33.492241,24.597599
"2010-04-30",2010-04-30,32.550953,24.232599
"2010-05-03",2010-05-03,33.206734,24.486513
"2010-05-04",2010-05-04,32.250492,23.90728
"2010-05-05",2010-05-05,31.915121,23.685106
"2010-05-06",2010-05-06,30.700811,22.994791
"2010-05-07",2010-05-07,29.405457,22.383812
"2010-05-10",2010-05-10,31.665779,22.963049
"2010-05-11",2010-05-11,31.981192,22.915438
"2010-05-12",2010-05-12,32.675625,23.359783
"2010-05-13",2010-05-13,32.210598,23.201088
"2010-05-14",2010-05-14,31.644581,22.955111
"2010-05-17",2010-05-17,31.694458,22.963049
"2010-05-18",2010-05-18,31.462564,22.795664
"2010-05-19",2010-05-19,30.961369,22.508722
"2010-05-20",2010-05-20,29.642332,21.608063
"2010-05-21",2010-05-21,30.210833,21.392851
"2010-05-24",2010-05-24,30.764381,20.93854
"2010-05-25",2010-05-25,30.572392,20.779123
"2010-05-26",2010-05-26,30.433996,19.934248
"2010-05-27",2010-05-27,31.585985,20.723331
"2010-05-28",2010-05-28,32.026073,20.563925
"2010-06-01",2010-06-01,32.518543,20.635656
"2010-06-02",2010-06-02,32.907528,21.089975
"2010-06-03",2010-06-03,32.804039,21.408794
"2010-06-04",2010-06-04,31.911379,20.555954
"2010-06-07",2010-06-07,31.285513,20.157429
"2010-06-08",2010-06-08,31.084806,20.01396
"2010-06-09",2010-06-09,30.32056,19.758902
"2010-06-10",2010-06-10,31.231916,19.926279
"2010-06-11",2010-06-11,31.60593,20.452332
"2010-06-14",2010-06-14,31.701933,20.324806
"2010-06-15",2010-06-15,32.376411,21.185617
"2010-06-16",2010-06-16,33.318943,20.97839
"2010-06-17",2010-06-17,33.894928,21.018238
"2010-06-18",2010-06-18,34.16922,21.07403
"2010-06-21",2010-06-21,33.682995,20.683479
"2010-06-22",2010-06-22,34.141785,20.540009
"2010-06-23",2010-06-23,33.782722,20.17337
"2010-06-24",2010-06-24,33.537117,19.926279
"2010-06-25",2010-06-25,33.250359,19.551666
"2010-06-28",2010-06-28,33.449856,19.376314
"2010-06-29",2010-06-29,31.937559,18.579264
"2010-06-30",2010-06-30,31.359079,18.340149
"2010-07-01",2010-07-01,30.978832,18.459715
"2010-07-02",2010-07-02,30.786827,18.547382
"2010-07-06",2010-07-06,30.997526,18.98576
"2010-07-07",2010-07-07,32.249252,19.368347
"2010-07-08",2010-07-08,32.176937,19.456018
"2010-07-09",2010-07-09,32.367691,19.344431
"2010-07-12",2010-07-12,32.077202,19.790783
"2010-07-13",2010-07-13,31.392744,20.029903
"2010-07-14",2010-07-14,31.508682,20.276979
"2010-07-15",2010-07-15,31.349104,20.332775
"2010-07-16",2010-07-16,31.155872,19.838606
"2010-07-19",2010-07-19,30.617285,20.109606
"2010-07-20",2010-07-20,31.403971,20.308867
"2010-07-21",2010-07-21,31.696947,20.021927
"2010-07-22",2010-07-22,32.292885,20.595804
"2010-07-23",2010-07-23,32.407585,20.57189
"2010-07-26",2010-07-26,32.325306,20.803038
"2010-07-27",2010-07-27,32.923737,20.850857
"2010-07-28",2010-07-28,32.53474,20.683479
"2010-07-29",2010-07-29,32.179436,20.747244
"2010-07-30",2010-07-30,32.072212,20.57189
"2010-08-02",2010-08-02,32.645702,20.986359
"2010-08-03",2010-08-03,32.655678,20.850857
"2010-08-04",2010-08-04,32.786594,20.508123
"2010-08-05",2010-08-05,32.627014,20.221188
"2010-08-06",2010-08-06,32.426285,20.364658
"2010-08-09",2010-08-09,32.633244,20.412477
"2010-08-10",2010-08-10,32.341507,19.982065
"2010-08-11",2010-08-11,31.192019,19.814701
"2010-08-12",2010-08-12,31.391485,19.519783
"2010-08-13",2010-08-13,31.056124,19.448051
"2010-08-16",2010-08-16,30.8741,19.527754
"2010-08-17",2010-08-17,31.413929,19.800196
"2010-08-18",2010-08-18,31.551073,19.888338
"2010-08-19",2010-08-19,31.15337,19.583843
"2010-08-20",2010-08-20,31.123449,19.415571
"2010-08-23",2010-08-23,30.644699,19.455643
"2010-08-24",2010-08-24,29.912874,19.263325
"2010-08-25",2010-08-25,30.281908,19.311407
"2010-08-26",2010-08-26,29.956512,19.08704
"2010-08-27",2010-08-27,30.123568,19.17518
"2010-08-30",2010-08-30,30.23328,18.942806
"2010-08-31",2010-08-31,30.308084,18.806583
"2010-09-01",2010-09-01,31.209463,19.151144
"2010-09-02",2010-09-02,31.438864,19.183193
"2010-09-03",2010-09-03,32.261719,19.463654
"2010-09-07",2010-09-07,32.142021,19.199219
"2010-09-08",2010-09-08,32.779102,19.17518
"2010-09-09",2010-09-09,32.797817,19.239281
"2010-09-10",2010-09-10,32.840195,19.111082
"2010-09-13",2010-09-13,33.29277,20.120724
"2010-09-14",2010-09-14,33.419926,20.05662
"2010-09-15",2010-09-15,33.689224,20.128735
"2010-09-16",2010-09-16,34.480896,20.297012
"2010-09-17",2010-09-17,34.331295,20.20887
"2010-09-20",2010-09-20,35.311234,20.377134
"2010-09-21",2010-09-21,35.378551,20.152769
"2010-09-22",2010-09-22,35.874737,19.72007
"2010-09-23",2010-09-23,36.020611,19.575834
"2010-09-24",2010-09-24,36.444504,19.856289
"2010-09-27",2010-09-27,36.299877,19.816223
"2010-09-28",2010-09-28,35.763786,19.776155
"2010-09-29",2010-09-29,35.82737,19.631922
"2010-09-30",2010-09-30,35.376045,19.623913
"2010-10-01",2010-10-01,35.222706,19.535769
"2010-10-04",2010-10-04,34.738964,19.159155
"2010-10-05",2010-10-05,36.023102,19.511732
"2010-10-06",2010-10-06,36.054283,19.575834
"2010-10-07",2010-10-07,36.058006,19.65596
"2010-10-08",2010-10-08,36.662678,19.688015
"2010-10-11",2010-10-11,36.823505,19.704041
"2010-10-12",2010-10-12,37.219971,19.896355
"2010-10-13",2010-10-13,37.419449,20.305017
"2010-10-14",2010-10-14,37.689987,20.216875
"2010-10-15",2010-10-15,39.239674,20.465284
"2010-10-18",2010-10-18,39.646122,20.689646
"2010-10-19",2010-10-19,38.585148,20.112705
"2010-10-20",2010-10-20,38.714806,20.280979
"2010-10-21",2010-10-21,38.588886,20.369125
"2010-10-22",2010-10-22,38.333309,20.33707
"2010-10-25",2010-10-25,38.504105,20.18482
"2010-10-26",2010-10-26,38.405609,20.753742
"2010-10-27",2010-10-27,38.378185,20.87394
"2010-10-28",2010-10-28,38.055279,21.058243
"2010-10-29",2010-10-29,37.524178,21.37075
"2010-11-01",2010-11-01,37.923126,21.595112
"2010-11-02",2010-11-02,38.568939,21.947693
"2010-11-03",2010-11-03,38.997818,21.65922
"2010-11-04",2010-11-04,39.679779,21.747366
"2010-11-05",2010-11-05,39.537655,21.514986
"2010-11-08",2010-11-08,39.723412,21.482937
"2010-11-09",2010-11-09,39.406746,21.595112
"2010-11-10",2010-11-10,39.649841,21.587101
"2010-11-11",2010-11-11,39.477818,21.378767
"2010-11-12",2010-11-12,38.403114,21.05023
"2010-11-15",2010-11-15,38.279694,20.994139
"2010-11-16",2010-11-16,37.600227,20.80871
"2010-11-17",2010-11-17,37.464325,20.615213
"2010-11-18",2010-11-18,38.452991,20.832897
"2010-11-19",2010-11-19,38.241047,20.711964
"2010-11-22",2010-11-22,39.067635,20.744209
"2010-11-23",2010-11-23,38.490391,20.252413
"2010-11-24",2010-11-24,39.247162,20.45397
"2010-11-26",2010-11-26,39.272099,20.357216
"2010-11-29",2010-11-29,39.505241,20.405592
"2010-11-30",2010-11-30,38.79211,20.365284
"2010-12-01",2010-12-01,39.44664,20.994139
"2010-12-02",2010-12-02,39.664806,21.679438
"2010-12-03",2010-12-03,39.576302,21.784241
"2010-12-06",2010-12-06,39.914165,21.639116
"2010-12-07",2010-12-07,39.672298,21.663311
"2010-12-08",2010-12-08,40.021374,21.95355
"2010-12-09",2010-12-09,39.865536,21.832617
"2010-12-10",2010-12-10,39.965282,22.042231
"2010-12-13",2010-12-13,40.103664,21.969673
"2010-12-14",2010-12-14,39.931622,22.267979
"2010-12-15",2010-12-15,39.940342,22.453411
"2010-12-16",2010-12-16,40.051304,22.56628
"2010-12-17",2010-12-17,39.971519,22.493719
"2010-12-20",2010-12-20,40.17099,22.42116
"2010-12-21",2010-12-21,40.41909,22.630779
"2010-12-22",2010-12-22,40.538776,22.727526
"2010-12-23",2010-12-23,40.344284,22.816206
"2010-12-27",2010-12-27,40.478931,22.630779
"2010-12-28",2010-12-28,40.577423,22.582403
"2010-12-29",2010-12-29,40.554985,22.550152
"2010-12-30",2010-12-30,40.351772,22.453411
"2010-12-31",2010-12-31,40.21463,22.501787
"2011-01-03",2011-01-03,41.088589,22.558224
"2011-01-04",2011-01-04,41.303032,22.646908
"2011-01-05",2011-01-05,41.640896,22.574345
"2011-01-06",2011-01-06,41.607231,23.235449
"2011-01-07",2011-01-07,41.905193,23.058081
"2011-01-10",2011-01-10,42.694374,22.751709
"2011-01-11",2011-01-11,42.59338,22.663031
"2011-01-12",2011-01-12,42.93998,23.017773
"2011-01-13",2011-01-13,43.09708,22.727526
"2011-01-14",2011-01-14,43.446156,22.816206
"2011-01-18",2011-01-18,42.469959,23.106449
"2011-01-19",2011-01-19,42.244305,22.953266
"2011-01-20",2011-01-20,41.476322,22.856524
"2011-01-21",2011-01-21,40.73325,22.590466
"2011-01-24",2011-01-24,42.071011,22.880707
"2011-01-25",2011-01-25,42.563461,22.93714
"2011-01-26",2011-01-26,42.868916,23.203199
"2011-01-27",2011-01-27,42.78912,23.275759
"2011-01-28",2011-01-28,41.902706,22.372786
"2011-01-31",2011-01-31,42.304157,22.356667
"2011-02-01",2011-02-01,43.016052,22.56628
"2011-02-02",2011-02-02,42.927513,22.525969
"2011-02-03",2011-02-03,42.81781,22.292166
"2011-02-04",2011-02-04,43.19931,22.38891
"2011-02-07",2011-02-07,43.870049,22.735588
"2011-02-08",2011-02-08,44.28397,22.800087
"2011-02-09",2011-02-09,44.652996,22.550152
"2011-02-10",2011-02-10,44.201687,22.171234
"2011-02-11",2011-02-11,44.489674,21.969673
"2011-02-14",2011-02-14,44.780159,21.95355
"2011-02-15",2011-02-15,44.869934,21.864336
"2011-02-16",2011-02-16,45.272617,21.912996
"2011-02-17",2011-02-17,44.670448,22.067087
"2011-02-18",2011-02-18,43.705486,21.945433
"2011-02-22",2011-02-22,42.215637,21.564276
"2011-02-23",2011-02-23,42.715576,21.564276
"2011-02-24",2011-02-24,42.747986,21.710251
"2011-02-25",2011-02-25,43.406265,21.531834
"2011-02-28",2011-02-28,44.035866,21.556164
"2011-03-01",2011-03-01,43.549633,21.215551
"2011-03-02",2011-03-02,43.899967,21.150665
"2011-03-03",2011-03-03,44.827538,21.247988
"2011-03-04",2011-03-04,44.882393,21.045237
"2011-03-07",2011-03-07,44.303917,20.858706
"2011-03-08",2011-03-08,44.353771,21.0128
"2011-03-09",2011-03-09,43.943607,20.996578
"2011-03-10",2011-03-10,43.22049,20.607304
"2011-03-11",2011-03-11,43.883755,20.826269
"2011-03-14",2011-03-14,44.079494,20.834383
"2011-03-15",2011-03-15,43.065899,20.59108
"2011-03-16",2011-03-16,41.143436,20.104488
"2011-03-17",2011-03-17,41.720676,20.09638
"2011-03-18",2011-03-18,41.225719,20.1126
"2011-03-21",2011-03-21,42.301651,20.542433
"2011-03-22",2011-03-22,42.538532,20.518087
"2011-03-23",2011-03-23,42.287937,20.712734
"2011-03-24",2011-03-24,43.008549,20.931702
"2011-03-25",2011-03-25,43.82766,20.777611
"2011-03-28",2011-03-28,43.690514,20.607304
"2011-03-29",2011-03-29,43.755348,20.67218
"2011-03-30",2011-03-30,43.464855,20.769501
"2011-03-31",2011-03-31,43.449902,20.59108
"2011-04-01",2011-04-01,42.957443,20.664076
"2011-04-04",2011-04-04,42.537289,20.720837
"2011-04-05",2011-04-05,42.250538,20.907372
"2011-04-06",2011-04-06,42.144566,21.207434
"2011-04-07",2011-04-07,42.149555,21.247988
"2011-04-08",2011-04-08,41.773041,21.142555
"2011-04-11",2011-04-11,41.241943,21.069569
"2011-04-12",2011-04-12,41.44141,20.793827
"2011-04-13",2011-04-13,41.906445,20.785728
"2011-04-14",2011-04-14,41.443893,20.615412
"2011-04-15",2011-04-15,40.82552,20.574865
"2011-04-18",2011-04-18,41.372845,20.339674
"2011-04-19",2011-04-19,42.122116,20.396446
"2011-04-20",2011-04-20,42.6894,20.891155
"2011-04-21",2011-04-21,43.722942,20.696518
"2011-04-25",2011-04-25,44.010933,20.769501
"2011-04-26",2011-04-26,43.688015,21.239874
"2011-04-27",2011-04-27,43.654369,21.393967
"2011-04-28",2011-04-28,43.230473,21.661594
"2011-04-29",2011-04-29,43.651855,21.020906
"2011-05-02",2011-05-02,43.171875,20.810051
"2011-05-03",2011-05-03,43.41124,20.931702
"2011-05-04",2011-05-04,43.582054,21.134449
"2011-05-05",2011-05-05,43.230473,20.915482
"2011-05-06",2011-05-06,43.219261,20.980356
"2011-05-09",2011-05-09,43.336445,20.947924
"2011-05-10",2011-05-10,43.567093,20.818167
"2011-05-11",2011-05-11,43.290321,20.566757
"2011-05-12",2011-05-12,43.208035,20.534307
"2011-05-13",2011-05-13,42.451263,20.299126
"2011-05-16",2011-05-16,41.553616,19.926065
"2011-05-17",2011-05-17,41.907684,20.015862
"2011-05-18",2011-05-18,42.372723,20.154633
"2011-05-19",2011-05-19,42.455002,20.179127
"2011-05-20",2011-05-20,41.792984,19.991375
"2011-05-23",2011-05-23,41.690754,19.730156
"2011-05-24",2011-05-24,41.415226,19.713833
"2011-05-25",2011-05-25,41.987469,19.746487
"2011-05-26",2011-05-26,41.765553,20.138308
"2011-05-27",2011-05-27,42.066017,20.211779
"2011-05-31",2011-05-31,43.365128,20.415854
"2011-06-01",2011-06-01,43.075878,19.942396
"2011-06-02",2011-06-02,43.149426,19.770971
"2011-06-03",2011-06-03,42.81781,19.517918
"2011-06-06",2011-06-06,42.144566,19.599545
"2011-06-07",2011-06-07,41.396526,19.640362
"2011-06-08",2011-06-08,41.421474,19.542406
"2011-06-09",2011-06-09,41.327965,19.558729
"2011-06-10",2011-06-10,40.631039,19.354649
"2011-06-13",2011-06-13,40.718304,19.624035
"2011-06-14",2011-06-14,41.446396,19.770971
"2011-06-15",2011-06-15,40.737003,19.379145
"2011-06-16",2011-06-16,40.538776,19.591385
"2011-06-17",2011-06-17,39.927876,19.803619
"2011-06-20",2011-06-20,39.311993,19.975054
"2011-06-21",2011-06-21,40.556232,20.211779
"2011-06-22",2011-06-22,40.220863,20.121979
"2011-06-23",2011-06-23,41.29554,20.105652
"2011-06-24",2011-06-24,40.687145,19.836275
"2011-06-27",2011-06-27,41.396526,20.570955
"2011-06-28",2011-06-28,41.797989,21.060738
"2011-06-29",2011-06-29,41.645863,20.913803
"2011-06-30",2011-06-30,41.849091,21.223999
"2011-07-01",2011-07-01,42.795357,21.240322
"2011-07-05",2011-07-05,43.564598,21.248493
"2011-07-06",2011-07-06,43.855083,21.493376
"2011-07-07",2011-07-07,44.533302,21.852558
"2011-07-08",2011-07-08,44.846237,21.975002
"2011-07-11",2011-07-11,44.13435,21.738274
"2011-07-12",2011-07-12,44.10318,21.664804
"2011-07-13",2011-07-13,44.635536,21.738274
"2011-07-14",2011-07-14,44.60437,21.607662
"2011-07-15",2011-07-15,45.495785,21.860714
"2011-07-18",2011-07-18,46.602882,21.705622
"2011-07-19",2011-07-19,46.983139,22.481112
"2011-07-20",2011-07-20,48.236103,22.089289
"2011-07-21",2011-07-21,48.284733,22.121937
"2011-07-22",2011-07-22,49.034019,22.472948
"2011-07-25",2011-07-25,49.682312,22.783144
"2011-07-26",2011-07-26,50.294468,22.921921
"2011-07-27",2011-07-27,48.945492,22.309685
"2011-07-28",2011-07-28,48.849499,22.628052
"2011-07-29",2011-07-29,48.682426,22.366825
"2011-08-01",2011-08-01,49.464134,22.260714
"2011-08-02",2011-08-02,48.48671,21.877037
"2011-08-03",2011-08-03,48.943005,21.975002
"2011-08-04",2011-08-04,47.04797,21.175018
"2011-08-05",2011-08-05,46.580448,20.962782
"2011-08-08",2011-08-08,44.035866,19.983206
"2011-08-09",2011-08-09,46.62907,20.881149
"2011-08-10",2011-08-10,45.342434,19.754642
"2011-08-11",2011-08-11,46.590416,20.562792
"2011-08-12",2011-08-12,47.000599,20.489319
"2011-08-15",2011-08-15,47.800991,20.824013
"2011-08-16",2011-08-16,47.435707,20.824015
"2011-08-17",2011-08-17,47.430714,20.741858
"2011-08-18",2011-08-18,45.636665,20.265417
"2011-08-19",2011-08-19,44.38744,19.756109
"2011-08-22",2011-08-22,44.438545,19.698606
"2011-08-23",2011-08-23,46.57795,20.306486
"2011-08-24",2011-08-24,46.899609,20.454357
