UNFTS Gamma,,People based Gamma
153.712761101488,,67.967191476482
50.2096616469897,,1.21721873334566
315.410222966764,,381.623960906842
155.627361139562,,70.3874061100519
27.0712265857856,,0.0728481807214
44.7612107154826,,0.738942245651118
99.1380333743788,,17.1580233306637
274.329183211521,,285.207974280347
29.7121739276498,,0.113433909060713
94.8098098730162,,14.6909478219716
19.6388969583005,,0.015230757491811
63.837266648705,,3.30427765120645
124.347048620402,,36.132997770871
49.3459624947476,,1.12976540852783
122.023172520403,,34.0542149027204
133.126191070871,,44.5810507362591
100.693067338469,,18.1004197655126
65.8211023611316,,3.73506581793364
32.65789055429,,0.176800207872155
150.313940051335,,63.7711774800277
64.3967636813414,,3.42217183899336
29.6651711266604,,0.112588037053042
33.8253981675941,,0.20816016847071
146.313069595197,,58.9986934457889
123.327718908795,,35.2130010814481
269.763438141474,,275.047866387234
81.6877806845048,,8.57958935503972
95.5961305804025,,15.1221752529833
154.245367754666,,68.6363833999748
52.3462332066606,,1.45407725049283
128.032748978666,,39.5656760306787
68.3344549223482,,4.33308832588982
398.973757927319,,600.046031598125
364.334195804501,,506.401419155965
5.29742781741042,,1.76E-05
176.003838493649,,98.5708416601235
20.5447027548625,,0.019036818953514
312.933287184238,,375.574997724034
94.2440918621195,,14.3853375004309
111.600751381041,,25.5523779328169
102.295780112579,,19.1028987254826
103.229751233833,,19.7017260941077
105.714323673499,,21.3473599319278
71.1249291519682,,5.06822329157284
83.1893086800952,,9.1775506302346
325.412203657455,,406.330600790181
297.017662793889,,337.399186945723
47.2043300642561,,0.932377813967868
187.042139562656,,115.589953099868
45.0736168818566,,0.761890841258703
69.1553842644887,,4.54144909034834
100.995367296698,,18.2870793514309
130.016274198353,,41.4815140534008
1.92284835956085,,7.81E-08
59.0260548478078,,2.40226723833247
328.009296479765,,412.817548110822
141.856959325964,,53.8989842536468
429.169926419981,,684.668933802537
66.0439655559291,,3.7857039920254
40.1014775129381,,0.453036497507281
25.052113035103,,0.05017630754658
61.6887621617222,,2.87717241596089
109.335614853851,,23.8832230364425
63.3088309301307,,3.19548594253623
189.143667158803,,118.961554107374
80.4635177755588,,8.11078840111821
39.6068483016567,,0.42840375407699
190.732762680745,,121.538196594046
71.8709275085041,,5.27782590982843
396.099812480648,,592.130132116737
174.912774590499,,96.9532329940375
110.600256714173,,24.807248484203
13.2283365997633,,0.002081053735231
55.0765040130093,,1.80187602367042
6.94384583344376,,7.34E-05
89.1257336584406,,11.795113556109
68.3186989501236,,4.32915287342752
126.691853930374,,38.2976348766817
146.76523820698,,59.5289393388813
260.161566015992,,254.081867600722
30.1945550697184,,0.122396289116215
21.7871585813434,,0.02541615166341
222.326502223522,,177.314484418303
154.446362314501,,68.8897386199956
